Format :

name
found in file
CRC (hex)		Hash Code (dec)
Br06_system_light       UNIVERSE\SYSTEMS\BR06\br06.ini      0x06dbb671		2875860687
Br06_Sun1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x135804ba		2956986759
Br06_sun2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x08515500		2420143495
Br06_to_Br04        UNIVERSE\SYSTEMS\BR06\br06.ini      0x069b2efd		2662180611
gcs_refer_system_Br04       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf2e4fda5		3080748878
Zone_Br06_to_Br04       UNIVERSE\SYSTEMS\BR06\br06.ini      0x0f1edfa1		3212586890
Br06_to_Br04_hole       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf4e3680d		2337953414
Br06_02         UNIVERSE\SYSTEMS\BR06\br06.ini      0x1c66ae80		2347885891
atc_leg_f01a        UNIVERSE\SYSTEMS\BR06\br06.ini      0xeddf5cf9		2955738048
Br06_planet_Gaia        UNIVERSE\SYSTEMS\BR06\br06.ini      0xecc731cc		2844683911
Br06_01         UNIVERSE\SYSTEMS\BR06\br06.ini      0x076fff3a		2884737347
atc_leg_m01         UNIVERSE\SYSTEMS\BR06\br06.ini      0xf4be5dfb		3029344903
Zone_Br06_Islay_ice_cloud       UNIVERSE\SYSTEMS\BR06\br06.ini      0xfe930333		2444377796
Zone_Br06_Islay_ice_asteroids       UNIVERSE\SYSTEMS\BR06\br06.ini      0x10007da2		3055916681
Zone_Br06_Arran_ice_cloud       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf9bee854		2625417479
Zone_Br06_Arran_ice_asteroids       UNIVERSE\SYSTEMS\BR06\br06.ini      0x0d5ea22f		3105936452
Zone_Br06_Skye_ice_asteroid_field       UNIVERSE\SYSTEMS\BR06\br06.ini      0xe7d0a095		2331767241
Br06_planet_Ayr         UNIVERSE\SYSTEMS\BR06\br06.ini      0xeccae854		3089818123
Br06_04         UNIVERSE\SYSTEMS\BR06\br06.ini      0xf1050bb5		2347834691
Br06_space_tankl4_1         UNIVERSE\SYSTEMS\BR06\br06.ini      0x0622c279		3065879310
Br06_space_tankl4_2         UNIVERSE\SYSTEMS\BR06\br06.ini      0x1d2b93c3		2529027854
Br06_Perth_Roid_Miner       UNIVERSE\SYSTEMS\BR06\br06.ini      0xea2caaaf		2761357134
Zone_Br06_to_Br04_hole_exclusion        UNIVERSE\SYSTEMS\BR06\br06.ini      0xef2c659c		2976245452
Br06_03         UNIVERSE\SYSTEMS\BR06\br06.ini      0x15619e16		2884759875
atc_leg_f01         UNIVERSE\SYSTEMS\BR06\br06.ini      0x0a1bc01a		2559585415
Zone_Br06_03_exclusion      UNIVERSE\SYSTEMS\BR06\br06.ini      0xe372baca		2273494988
Br06_to_Bw10_hole       UNIVERSE\SYSTEMS\BR06\br06.ini      0xedeb1545		2920267785
gcs_refer_system_Bw10       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf0ad4c16		2745486660
Zone_Br06_to_Bw10_hole_exclusion        UNIVERSE\SYSTEMS\BR06\br06.ini      0x169eb049		3181936002
Zone_Br06_sun1_death        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe276ea66		2383941327
Zone_Br06_sun2_death        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe2b07d79		2178419023
Zone_Br06_gaia_death        UNIVERSE\SYSTEMS\BR06\br06.ini      0x02cf964c		3097282184
Zone_Br06_Ayr_death         UNIVERSE\SYSTEMS\BR06\br06.ini      0x129fa6e4		2327066823
zone_pop_br06_islay         UNIVERSE\SYSTEMS\BR06\br06.ini      0x1fa6b1d5		3122289537
zone_pop_br06_islay_extend      UNIVERSE\SYSTEMS\BR06\br06.ini      0xf4d7041e		2930298895
zone_pop_br06_shetland      UNIVERSE\SYSTEMS\BR06\br06.ini      0x04502e9b		3160117511
zone_pop_br06_bh        UNIVERSE\SYSTEMS\BR06\br06.ini      0xff7b5861		3104867910
zone_pop_br06_tau31_hole        UNIVERSE\SYSTEMS\BR06\br06.ini      0xfed1eaf1		2613951179
zone_pop_br06_perth         UNIVERSE\SYSTEMS\BR06\br06.ini      0x0e0752c2		2833046861
zone_pop_br06_leeds_hole        UNIVERSE\SYSTEMS\BR06\br06.ini      0x06bcbcbd		2818427658
zone_pop_br06_aberdeen      UNIVERSE\SYSTEMS\BR06\br06.ini      0x11e7e760		3186929473
Zone_Br06_path_orbital1_1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x054d619d		2757820429
orbital1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe7f6ebd7		2754218178
Zone_Br06_path_orbital1_2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x1e443027		2220981261
Zone_Br06_path_orbital2_1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x05275dc4		2824936973
orbital2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xfcffba6d		2217374914
Zone_Br06_path_orbital2_2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x1e2e0c7e		2288083469
Zone_Br06_path_orbital1_3       UNIVERSE\SYSTEMS\BR06\br06.ini      0x174300b1		2757847053
Zone_Br06_path_orbital1_4       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf3279512		2220983309
Zone_Br06_path_orbital3_1       UNIVERSE\SYSTEMS\BR06\br06.ini      0xfa0149f3		2892043277
orbital3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf5f88afb		2754240706
Zone_Br06_path_orbital3_2       UNIVERSE\SYSTEMS\BR06\br06.ini      0xe1081849		2355193869
Zone_Br06_path_orbital3_3       UNIVERSE\SYSTEMS\BR06\br06.ini      0xe80f28df		2892069901
zone_pop_br06_perthminer        UNIVERSE\SYSTEMS\BR06\br06.ini      0x17a38151		2524741380
Zone_Br06_path_planetform2_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1a20778c		3010288396
planetform2         UNIVERSE\SYSTEMS\BR06\br06.ini      0xe99ee3a4		2495790278
Zone_Br06_path_planetform1_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1a4a4bd5		3211609356
planetform1         UNIVERSE\SYSTEMS\BR06\br06.ini      0xf297b21e		3032662214
Zone_Br06_path_bounty1_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe60827f6		2746084485
bounty1         UNIVERSE\SYSTEMS\BR06\br06.ini      0x1a28f082		2809742538
Zone_Br06_path_bounty1_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xfd01764c		2209190021
Zone_Br06_path_bounty1_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf40646da		2746057861
Zone_Br06_path_bounty1_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1062d379		2209179781
Zone_Br06_path_bounty2_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe6621baf		2947412613
bounty2         UNIVERSE\SYSTEMS\BR06\br06.ini      0x0121a138		2272868554
Zone_Br06_path_bounty2_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xfd6b4a15		2410516101
Zone_Br06_path_bounty2_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf46c7a83		2947390085
Zone_Br06_path_bounty2_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1008ef20		2410509957
Zone_Br06_path_planetform1_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0x01431a6f		2674735372
Zone_Br06_path_bounty3_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x19440f98		2880305285
bounty3         UNIVERSE\SYSTEMS\BR06\br06.ini      0x082691ae		2809736394
Zone_Br06_path_bounty3_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0x024d5e22		2343404677
Zone_Br06_path_bounty3_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0x0b4a6eb4		2880278661
Zone_Br06_path_bounty3_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0xef2efb17		2343402629
Zone_Br06_path_bounty3_5        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe629cb81		2880268421
Zone_Br06_path_bounty4_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe649631d		3081621125
bounty4         UNIVERSE\SYSTEMS\BR06\br06.ini      0xec42040d		2272903370
Zone_Br06_path_bounty4_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xfd4032a7		2544743045
Zone_Br06_path_bounty4_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf4470231		3081610885
Zone_Br06_path_bounty4_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0x10239792		2544716421
Zone_Br06_path_police1_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xed7181c2		2734674503
police1         UNIVERSE\SYSTEMS\BR06\br06.ini      0xe3898c80		2926682380
Zone_Br06_path_police1_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf678d078		2197794375
Zone_Br06_path_police2_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xed1bbd9b		2935999559
police2         UNIVERSE\SYSTEMS\BR06\br06.ini      0xf880dd3a		2389826828
Zone_Br06_path_police2_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf612ec21		2399121479
Zone_Br06_path_outcasts1_1      UNIVERSE\SYSTEMS\BR06\br06.ini      0xecb382d9		3218969286
outcasts1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x0ce654e4		2713979080
Zone_Br06_path_outcasts1_2      UNIVERSE\SYSTEMS\BR06\br06.ini      0xf7bad363		2682121926
Zone_Br06_path_outcasts2_1      UNIVERSE\SYSTEMS\BR06\br06.ini      0xecd9be80		3017641158
outcasts2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x17ef055e		2177135816
Zone_Br06_path_outcasts2_2      UNIVERSE\SYSTEMS\BR06\br06.ini      0xf7d0ef3a		2480795846
Zone_Br06_path_outcasts2_3      UNIVERSE\SYSTEMS\BR06\br06.ini      0xfed7dfac		3017663686
Zone_Br06_path_outcasts2_4      UNIVERSE\SYSTEMS\BR06\br06.ini      0x1ab34a0f		2480736454
Zone_Br06_path_outcasts2_5      UNIVERSE\SYSTEMS\BR06\br06.ini      0x13b47a99		3017612486
Zone_Br06_path_outcasts2_6      UNIVERSE\SYSTEMS\BR06\br06.ini      0x08bd2b23		2480758982
Zone_Br06_path_gaians1_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xede4489f		2556984132
gaians1         UNIVERSE\SYSTEMS\BR06\br06.ini      0x0dd3cefd		3189535625
Zone_Br06_path_gaians2_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xed8e74c6		2489869636
gaians2         UNIVERSE\SYSTEMS\BR06\br06.ini      0x16da9f47		2652639113
Zone_Br06_path_gaians2_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf687257c		3026721092
Zone_Br06_path_gaians2_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xff8015ea		2489847108
Zone_Br06_path_gaians3_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x12a860f1		2422763332
gaians3         UNIVERSE\SYSTEMS\BR06\br06.ini      0x1fddafd1		3189513097
Zone_Br06_path_gaians3_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0x09a1314b		2959610692
Zone_Br06_path_gaians3_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0x00a601dd		2422736708
Zone_Br06_path_gaians4_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xeda50c74		2355648836
gaians4         UNIVERSE\SYSTEMS\BR06\br06.ini      0xfbb93a72		2652698505
Zone_Br06_path_gaians4_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf6ac5dce		2892506436
Zone_Br06_path_gaians4_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xffab6d58		2355638596
Zone_Br06_path_gaians4_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1bcff8fb		2892553540
Zone_Br06_path_gaians5_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x12831843		2288538436
gaians5         UNIVERSE\SYSTEMS\BR06\br06.ini      0xf2be0ae4		3189564297
Zone_Br06_path_gaians5_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0x098a49f9		2825400132
Zone_Br06_path_gaians5_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0x008d796f		2288532292
Br06_wplatform_ice_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0x17edbb39		2665834125
Br06_wplatform_ice_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0x0ce4ea83		3202685581
Br06_wplatform_ice_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0x05e3da15		2665811597
zone_br06_pop_ambient_se        UNIVERSE\SYSTEMS\BR06\br06.ini      0x083e5d7c		2939329669
zone_br06_pop_ambient_n         UNIVERSE\SYSTEMS\BR06\br06.ini      0x17e3b44a		2878119873
Br06_ast_ice_largeA_1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x0304be12		2800536256
Br06_ast_ice_largeA_2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x180defa8		2263660224
Br06_ast_ice_largeB_1       UNIVERSE\SYSTEMS\BR06\br06.ini      0x036e824b		2867647680
Br06_ast_ice_largeB_2       UNIVERSE\SYSTEMS\BR06\br06.ini      0x1867d3f1		2330765504
Br06_ast_ice_largeB_3       UNIVERSE\SYSTEMS\BR06\br06.ini      0x1160e367		2867641536
Br06_ast_ice_largeB_4       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf50476c4		2330742976
Br06_ast_ice_largeA_3       UNIVERSE\SYSTEMS\BR06\br06.ini      0x110adf3e		2800526016
Br06_ast_ice_largeA_4       UNIVERSE\SYSTEMS\BR06\br06.ini      0xf56e4a9d		2263633600
zone_br06_destroy_vignette_1        UNIVERSE\SYSTEMS\BR06\br06.ini      0xf0d4544b		2548000259
zone_br06_destroy_vignette_2        UNIVERSE\SYSTEMS\BR06\br06.ini      0xebdd05f1		3084851715
zone_br06_destroy_vignette_3        UNIVERSE\SYSTEMS\BR06\br06.ini      0xe2da3567		2547977731
zone_br06_destroy_vignette_4        UNIVERSE\SYSTEMS\BR06\br06.ini      0x06bea0c4		3084902915
zone_br06_destroy_vignette_5        UNIVERSE\SYSTEMS\BR06\br06.ini      0x0fb99052		2548037123
zone_br06_destroy_vignette_6        UNIVERSE\SYSTEMS\BR06\br06.ini      0x14b0c1e8		3084880387
zone_br06_destroy_vignette_7        UNIVERSE\SYSTEMS\BR06\br06.ini      0x1db7f17e		2548014595
zone_br06_destroy_vignette_8        UNIVERSE\SYSTEMS\BR06\br06.ini      0x0708ecef		3084800515
zone_br06_destroy_vignette_9        UNIVERSE\SYSTEMS\BR06\br06.ini      0x0e0fdc79		2547926531
zone_br06_destroy_vignette_10       UNIVERSE\SYSTEMS\BR06\br06.ini      0xed25936d		3211513671
zone_br06_destroy_vignette_11       UNIVERSE\SYSTEMS\BR06\br06.ini      0xe422a3fb		2674645831
Br06_ast_solar_ice_60_1         UNIVERSE\SYSTEMS\BR06\br06.ini      0xea300243		3103485832
br_m_mining_base        UNIVERSE\SYSTEMS\br_m_mining_base.ini       0xf4599d68		2358318860
Deck        UNIVERSE\SYSTEMS\br_m_mining_base.ini       0xe33652a5		3116431947
Universe\Systems\Li05\Bases\Rooms\Li05_01_Deck.ini      UNIVERSE\SYSTEMS\br_m_mining_base.ini       0xfa89b0c3		2533249544
Bw01_01_Base        UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0xe613448a		3099010377
Bar         UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0x18c51aaa		2215377807
Universe\Systems\Bw01\Bases\Rooms\Bw01_01_Bar.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0xf38421dd		2848777935
Planetscape         UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0x1902fddb		2472329031
Universe\Systems\Bw01\Bases\Rooms\Bw01_01_Planetscape.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0xf58bceb1		2872029955
Planetscape2        UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0xefcdb7ac		3165686534
Universe\Systems\Bw01\Bases\Rooms\Bw01_01_Planetscape2.ini      UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0x13af005a		2993645635
Digsite         UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0x13db8884		2635112261
Universe\Systems\Bw01\Bases\Rooms\Bw01_01_Digsite.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_01_base.ini        0xee0367b7		2443445001
Bw01_02_Base        UNIVERSE\SYSTEMS\BW01\BASES\bw01_02_base.ini        0xfba24e0c		3099125070
Bar         UNIVERSE\SYSTEMS\BW01\BASES\bw01_02_base.ini        0x18c51aaa		2215377807
Universe\Systems\Bw01\Bases\Rooms\Bw01_02_Bar.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_02_base.ini        0xecdf2962		2844845509
Deck        UNIVERSE\SYSTEMS\BW01\BASES\bw01_02_base.ini        0xe33652a5		3116431947
Universe\Systems\Bw01\Bases\Rooms\Bw01_02_Deck.ini      UNIVERSE\SYSTEMS\BW01\BASES\bw01_02_base.ini        0xe3ab4c9e		2427173831
Bw01_03_Base        UNIVERSE\SYSTEMS\BW01\BASES\bw01_03_base.ini        0xecb7b54e		3099436364
Bar         UNIVERSE\SYSTEMS\BW01\BASES\bw01_03_base.ini        0x18c51aaa		2215377807
Universe\Systems\Bw01\Bases\Rooms\Bw01_03_Bar.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_03_base.ini        0x01aed046		2844058831
Deck        UNIVERSE\SYSTEMS\BW01\BASES\bw01_03_base.ini        0xe33652a5		3116431947
Universe\Systems\Bw01\Bases\Rooms\Bw01_03_Deck.ini      UNIVERSE\SYSTEMS\BW01\BASES\bw01_03_base.ini        0xe745d9b6		2225779143
Bw01_04_Base        UNIVERSE\SYSTEMS\BW01\BASES\bw01_04_base.ini        0x1cb2b2cc		3097978177
Bar         UNIVERSE\SYSTEMS\BW01\BASES\bw01_04_base.ini        0x18c51aaa		2215377807
Universe\Systems\Bw01\Bases\Rooms\Bw01_04_Bar.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_04_base.ini        0x16468110		2840126405
Deck        UNIVERSE\SYSTEMS\BW01\BASES\bw01_04_base.ini        0xe33652a5		3116431947
Universe\Systems\Bw01\Bases\Rooms\Bw01_04_Deck.ini      UNIVERSE\SYSTEMS\BW01\BASES\bw01_04_base.ini        0x015ac526		2829961159
Bw01_05_Base        UNIVERSE\SYSTEMS\BW01\BASES\bw01_05_base.ini        0x0ba7498e		3097634115
Bar         UNIVERSE\SYSTEMS\BW01\BASES\bw01_05_base.ini        0x18c51aaa		2215377807
Universe\Systems\Bw01\Bases\Rooms\Bw01_05_Bar.ini       UNIVERSE\SYSTEMS\BW01\BASES\bw01_05_base.ini        0xfb377834		2841436879
Deck        UNIVERSE\SYSTEMS\BW01\BASES\bw01_05_base.ini        0xe33652a5		3116431947
Universe\Systems\Bw01\Bases\Rooms\Bw01_05_Deck.ini      UNIVERSE\SYSTEMS\BW01\BASES\bw01_05_base.ini        0x05b4500e		3165441479
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0xe604303f		3118944142
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0xfbaadcae		2508714243
X/Shipcentre/01         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0xf6ac73be		3195696770
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_bar.ini       0x0dbb5073		2900400388
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_digsite.ini       0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_digsite.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_digsite.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_digsite.ini       0x0dbb5073		2900400388
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0xe604303f		3118944142
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0xfbaadcae		2508714243
X/Shipcentre/01         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0xf6ac73be		3195696770
IDS_HOTSPOT_PLANETSCAPE         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0x1b56a7c4		3019248451
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape.ini       0x0dbb5073		2900400388
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0xe604303f		3118944142
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0xfbaadcae		2508714243
X/Shipcentre/01         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0xf6ac73be		3195696770
IDS_HOTSPOT_PLANETSCAPE         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0x1b56a7c4		3019248451
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_01_planetscape2.ini      0x0dbb5073		2900400388
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0xfbaadcae		2508714243
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x1981c939		2373979661
IDS_HOTSPOT_NEWSVENDOR      UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x1a8503fa		3046232974
IDS_HOTSPOT_MISSIONVENDOR       UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_bar.ini       0x1883a848		2513177291
X/Shipcentre/01         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0xf6ac73be		3195696770
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x1981c939		2373979661
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_COMMODITYTRADER         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0xf9ecdd49		2743444233
IDS_HOTSPOT_EQUIPMENTDEALER         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x0a7ee84b		3116539275
IDS_EQUIPMENT_ROOM_RIGHT        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_02_deck.ini      0x1e7a1452		2991427971
Zg/PC/Player/01/A/Stand         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0xfbaadcae		2508714243
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x1981c939		2373979661
IDS_HOTSPOT_NEWSVENDOR      UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x1a8503fa		3046232974
IDS_HOTSPOT_MISSIONVENDOR       UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_bar.ini       0x1883a848		2513177291
X/Shipcentre/01         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0xf6ac73be		3195696770
Camera_0        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0xe604303f		3118944142
IDS_HOTSPOT_DECK        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x014d9cfc		2331923727
IDS_HOTSPOT_BAR         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x0588591b		2446905292
IDS_HOTSPOT_COMMODITYTRADER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x0dbb5073		2900400388
IDS_HOTSPOT_EQUIPMENTDEALER_ROOM        UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x1981c939		2373979661
IDS_NN_REPAIR_YOUR_SHIP         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x01b19dce		2480730442
IDS_DEALER_FRONT_DESK       UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0x1c0be5de		2921426378
IDS_HOTSPOT_COMMODITYTRADER         UNIVERSE\SYSTEMS\BW01\BASES\ROOMS\bw01_03_deck.ini      0xf9ecdd49		2743444233
